id,scenario,condition,run_number,started_at,ended_at,commit_hash,notes,created_at,experiment_id,repetition_index,manifest_name,k6_max_vu,request_timeout_sec,load_gen_location,target_host,status,invalid_reason
11,SS,treatment,1,2026-06-26 19:54:43.961907+00:00,2026-06-26 20:01:52.504231+00:00,,via experimentctl,2026-06-26 19:54:43.962003+00:00,rama-static-vs-treatment-final,1,/home/ubuntu/temandifa/automation/manifests/vps-loadgen-final-static-vs-rama.yaml,5,90,vps-loadgen,http://[IP-DISAMARKAN]/api,completed,
