id,scenario,condition,run_number,started_at,ended_at,commit_hash,notes,created_at,experiment_id,repetition_index,manifest_name,k6_max_vu,request_timeout_sec,load_gen_location,target_host,status,invalid_reason
171,C2,treatment,1,2026-06-28 21:16:57.222648+00:00,2026-06-28 21:34:05.065583+00:00,,via experimentctl,2026-06-28 21:16:57.222724+00:00,rama-static-vs-treatment-final,1,/home/ubuntu/temandifa/automation/manifests/vps-loadgen-final-static-vs-rama.yaml,5,90,vps-loadgen,http://[IP-DISAMARKAN]/api,completed,
