id,experiment_run_id,scenario,condition,run_number,event_type,target_service,event_time,notes
321,131,B3,treatment,1,fault_injected,ocr,2026-06-28 06:37:09.204485+00:00,
322,131,B3,treatment,1,fault_finished,ocr,2026-06-28 06:37:10.966826+00:00,
323,,B3,treatment,1,recovery_started,all,2026-06-28 06:39:45.120954+00:00,
324,,B3,treatment,1,recovered,all,2026-06-28 06:42:42.595912+00:00,
