id,experiment_run_id,request_id,trace_id,endpoint,latency_ms,status_code,grpc_status,response_category,fallback_active,fallback_reason,degraded_services,error_type,created_at,scenario,condition,run_number,vision_status,ocr_status,asr_status,available_modalities,invalid_reason
11096,91,req-B1-treatment-run1-1-0-1782586114062-t49iamw2,req-B1-treatment-run1-1-0-1782586114062-t49iamw2,/api/v1/infer,5347.0,200,,full,False,,,,2026-06-27 18:48:39.426777+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11097,91,req-B1-treatment-run1-1-1-1782586120434-hdtzmpe6,req-B1-treatment-run1-1-1-1782586120434-hdtzmpe6,/api/v1/infer,5185.0,200,,full,False,,,,2026-06-27 18:48:45.625395+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11098,91,req-B1-treatment-run1-1-2-1782586126628-vtee76wm,req-B1-treatment-run1-1-2-1782586126628-vtee76wm,/api/v1/infer,5182.0,200,,full,False,,,,2026-06-27 18:48:51.815447+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11099,91,req-B1-treatment-run1-1-3-1782586132818-5yvf09ge,req-B1-treatment-run1-1-3-1782586132818-5yvf09ge,/api/v1/infer,5402.0,200,,full,False,,,,2026-06-27 18:48:58.225748+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11100,91,req-B1-treatment-run1-1-4-1782586139229-8f7zdt9l,req-B1-treatment-run1-1-4-1782586139229-8f7zdt9l,/api/v1/infer,5290.0,200,,full,False,,,,2026-06-27 18:49:04.524040+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11101,91,req-B1-treatment-run1-2-0-1782586144062-gfurwifo,req-B1-treatment-run1-2-0-1782586144062-gfurwifo,/api/v1/infer,5643.0,200,,full,False,,,,2026-06-27 18:49:09.711921+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11102,91,req-B1-treatment-run1-1-5-1782586145526-o475zlii,req-B1-treatment-run1-1-5-1782586145526-o475zlii,/api/v1/infer,9285.0,200,,full,False,,,,2026-06-27 18:49:14.819009+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11103,91,req-B1-treatment-run1-2-1-1782586150715-t20wzpwa,req-B1-treatment-run1-2-1-1782586150715-t20wzpwa,/api/v1/infer,9303.0,200,,full,False,,,,2026-06-27 18:49:20.025557+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11104,91,req-B1-treatment-run1-1-6-1782586155822-bzausgvj,req-B1-treatment-run1-1-6-1782586155822-bzausgvj,/api/v1/infer,9486.0,200,,full,False,,,,2026-06-27 18:49:25.315562+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11105,91,req-B1-treatment-run1-2-2-1782586161028-onm5dw2x,req-B1-treatment-run1-2-2-1782586161028-onm5dw2x,/api/v1/infer,9592.0,200,,full,False,,,,2026-06-27 18:49:30.625319+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11106,91,req-B1-treatment-run1-1-7-1782586166319-199swuqs,req-B1-treatment-run1-1-7-1782586166319-199swuqs,/api/v1/infer,9493.0,200,,full,False,,,,2026-06-27 18:49:35.817330+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11107,91,req-B1-treatment-run1-2-3-1782586171628-x8vdapih,req-B1-treatment-run1-2-3-1782586171628-x8vdapih,/api/v1/infer,9379.0,200,,full,False,,,,2026-06-27 18:49:41.014914+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11108,91,req-B1-treatment-run1-3-0-1782586174062-xun29ha6,req-B1-treatment-run1-3-0-1782586174062-xun29ha6,/api/v1/infer,12242.0,200,,full,False,,,,2026-06-27 18:49:46.315391+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11109,91,req-B1-treatment-run1-1-8-1782586176820-7hgzlnjw,req-B1-treatment-run1-1-8-1782586176820-7hgzlnjw,/api/v1/infer,14598.0,200,,full,False,,,,2026-06-27 18:49:51.425132+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11110,91,req-B1-treatment-run1-2-4-1782586182018-lkwpknqv,req-B1-treatment-run1-2-4-1782586182018-lkwpknqv,/api/v1/infer,14691.0,200,,full,False,,,,2026-06-27 18:49:56.714962+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11111,91,req-B1-treatment-run1-3-1-1782586187317-ewuhf19k,req-B1-treatment-run1-3-1-1782586187317-ewuhf19k,/api/v1/infer,14799.0,200,,full,False,,,,2026-06-27 18:50:02.127388+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11112,91,req-B1-treatment-run1-1-9-1782586192428-gxk8fgkr,req-B1-treatment-run1-1-9-1782586192428-gxk8fgkr,/api/v1/infer,14993.0,200,,full,False,,,,2026-06-27 18:50:07.429582+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11113,91,req-B1-treatment-run1-2-5-1782586197718-dlso8f09,req-B1-treatment-run1-2-5-1782586197718-dlso8f09,/api/v1/infer,14993.0,200,,full,False,,,,2026-06-27 18:50:12.719120+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11114,91,req-B1-treatment-run1-3-2-1782586203131-g111un7a,req-B1-treatment-run1-3-2-1782586203131-g111un7a,/api/v1/infer,14780.0,200,,full,False,,,,2026-06-27 18:50:17.916701+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11115,91,req-B1-treatment-run1-5-0-1782586204062-q368eku8,req-B1-treatment-run1-5-0-1782586204062-q368eku8,/api/v1/infer,19045.0,200,,full,False,,,,2026-06-27 18:50:23.114777+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11116,91,req-B1-treatment-run1-1-10-1782586208432-rff2qfpy,req-B1-treatment-run1-1-10-1782586208432-rff2qfpy,/api/v1/infer,19883.0,200,,full,False,,,,2026-06-27 18:50:28.320004+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11117,91,req-B1-treatment-run1-2-6-1782586213722-3o2r1q8g,req-B1-treatment-run1-2-6-1782586213722-3o2r1q8g,/api/v1/infer,19903.0,200,,full,False,,,,2026-06-27 18:50:33.629690+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11118,91,req-B1-treatment-run1-3-3-1782586218921-07kemi9y,req-B1-treatment-run1-3-3-1782586218921-07kemi9y,/api/v1/infer,19998.0,200,,full,False,,,,2026-06-27 18:50:38.926257+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11119,91,req-B1-treatment-run1-5-1-1782586224118-8nt6fddy,req-B1-treatment-run1-5-1-1782586224118-8nt6fddy,/api/v1/infer,20092.0,200,,full,False,,,,2026-06-27 18:50:44.214847+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11120,91,req-B1-treatment-run1-1-11-1782586229323-fk1lwxj8,req-B1-treatment-run1-1-11-1782586229323-fk1lwxj8,/api/v1/infer,20084.0,200,,full,False,,,,2026-06-27 18:50:49.412995+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11121,91,req-B1-treatment-run1-4-0-1782586234062-zekvjm1f,req-B1-treatment-run1-4-0-1782586234062-zekvjm1f,/api/v1/infer,20541.0,200,,full,False,,,,2026-06-27 18:50:54.613467+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11122,91,req-B1-treatment-run1-2-7-1782586234633-q9j8uer2,req-B1-treatment-run1-2-7-1782586234633-q9j8uer2,/api/v1/infer,25184.0,200,,full,False,,,,2026-06-27 18:50:59.821424+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11123,91,req-B1-treatment-run1-4-1-1782586255616-ob78kcar,req-B1-treatment-run1-4-1-1782586255616-ob78kcar,/api/v1/infer,9687.0,200,,full,False,,,,2026-06-27 18:51:05.313338+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11124,91,req-B1-treatment-run1-5-2-1782586245218-od1hg2gn,req-B1-treatment-run1-5-2-1782586245218-od1hg2gn,/api/v1/infer,25287.0,200,,full,False,,,,2026-06-27 18:51:10.512536+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11125,91,req-B1-treatment-run1-1-12-1782586250416-fstacoxa,req-B1-treatment-run1-1-12-1782586250416-fstacoxa,/api/v1/infer,25208.0,200,,full,False,,,,2026-06-27 18:51:15.632579+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
11126,91,req-B1-treatment-run1-3-4-1782586239930-kzjc1lg7,req-B1-treatment-run1-3-4-1782586239930-kzjc1lg7,/api/v1/infer,40889.0,200,,full,False,,,,2026-06-27 18:51:20.825133+00:00,B1,treatment,1,success,success,success,"vision,ocr,asr",
