id,experiment_run_id,scenario,condition,run_number,event_type,target_service,event_time,notes
21,31,A1,treatment,1,fault_injected,vision,2026-06-27 01:12:19.138671+00:00,
22,31,A1,treatment,1,fault_finished,vision,2026-06-27 01:15:19.815737+00:00,
