id,scenario,condition,run_number,started_at,ended_at,commit_hash,notes,created_at,experiment_id,repetition_index,manifest_name,k6_max_vu,request_timeout_sec,load_gen_location,target_host,status,invalid_reason
161,C2,static_resilience,1,2026-06-28 17:20:37.068875+00:00,2026-06-28 17:37:43.459935+00:00,,via experimentctl,2026-06-28 17:20:37.068975+00:00,rama-static-vs-treatment-final,1,/home/ubuntu/temandifa/automation/manifests/vps-loadgen-final-static-vs-rama.yaml,5,90,vps-loadgen,http://[IP-DISAMARKAN]/api,completed,
